lon,lat,magt_2010,magt_2023,dmagt,alt_2010,alt_2023,dalt
58.50278287828384,55.50240982932464,3.9395149,3.7998095,-0.13970542,4.6220927,4.7561255,0.13403273
58.75431115783731,55.50240982932464,3.701779,3.6431234,-0.0586555,4.8762755,5.036387,0.16011143
58.99685628454958,55.50240982932464,3.7375834,3.7516634,0.014080048,4.9497967,5.019006,0.0692091
59.24838456410304,55.50240982932464,3.0081928,2.98057,-0.0276227,4.797666,5.0299397,0.23227358
59.49991284365651,55.50240982932464,4.0477767,3.9717064,-0.07607031,4.66135,4.9256716,0.2643218
59.75144112320997,55.50240982932464,2.9573178,2.8851776,-0.07214022,4.81763,4.9645967,0.14696693
60.00296940276344,55.50240982932464,3.4550095,3.3002796,-0.15472984,4.656688,4.548127,-0.10856104
60.24551452947571,55.50240982932464,3.8269515,3.7647383,-0.062213182,4.759127,4.712462,-0.04666519
60.74857108858264,55.50240982932464,3.7730987,3.9024658,0.12936711,4.9917407,4.9807715,-0.010969162
61.00009936813611,55.50240982932464,3.9150023,3.9851573,0.070154905,5.0729733,5.0861435,0.013170242
61.251627647689574,55.50240982932464,4.0612736,4.008927,-0.052346706,4.8565097,4.918353,0.061843395
61.50315592724304,55.50240982932464,4.4383054,4.624329,0.18602371,5.124717,5.453205,0.32848787
61.745701053955315,55.50240982932464,3.887779,4.5502653,0.6624863,4.436528,5.063388,0.62685966
61.99722933350878,55.50240982932464,4.0698724,4.112441,0.042568684,4.8544006,4.799998,-0.05440283
62.248757613062246,55.50240982932464,4.366212,4.5599976,0.19378567,5.2153716,5.1195893,-0.09578228
62.50028589261571,55.50240982932464,3.653443,4.093377,0.43993402,4.4304013,4.70086,0.2704587
